taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Ecosystem Subtype	Culture Type	Depth In Meters	Proportal Clade	Proportal Ecotype	Genome Size   * assembled	Gene Count   * assembled	
2716884274	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-683-K15	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884274	Pelagic			HLI	High light adapted (HL)	783804	954	
2716884427	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-432-D09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884427	Pelagic			LLIV	Low light adapted (LL)	882702	1008	
2667527329	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-G18 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527329	Pelagic			HLII	High light adapted (HL)	1593016	1884	
2681812903	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT0919	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681812903	Epipelagic	Isolate	175	LLII/III	Low light adapted (LL)	1716770	1927	
2606217688	Bacteria	Finished	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0604	Massachusetts Institute of Technology	2606217688	Epipelagic	Isolate	125	HLII	High light adapted (HL)	1780061	2089	
2791355169	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. CPC35	CEA Genoscope	2791355169						1625852	1844	
2747842478	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus bacterium JGI 01_L7 (contamination screened)	DOE Joint Genome Institute (JGI)	2747842478	Oceanic		25			1385468	1690	
2654587778	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_518O7 (unscreened)	Massachusetts Institute of Technology	2654587778	Unclassified		60			1394735	1707	
2716884680	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-686-F08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884680	Pelagic			5.1A-I		1578770	1854	
2716884617	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-673-B08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884617	Pelagic			CDR2		1566036	1840	
2716884660	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-J21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884660	Pelagic			HLI	High light adapted (HL)	364482	442	
2716884711	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-M18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884711	Pelagic			LLI	Low light adapted (LL)	1161185	1401	
2716884481	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-O07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884481	Pelagic			HLI	High light adapted (HL)	1488532	1840	
2889361672	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-912-B07	Woods Hole Oceanographic Institution	2889361672	Pelagic					177019	211	
2818991565	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-C04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991565	Oceanic		100			839306	916	
2716884670	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-679-B05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884670	Pelagic			CDR2		1875601	2287	
2648501403	Bacteria	Permanent Draft	Understanding the evolution and ecology of Prochlorococcus in the ocean through single-cell genomics	Prochlorococcus sp. scB243_498N8 (unscreened)	Massachusetts Institute of Technology	2648501403	Oceanic		60			762963	951	
2716884403	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-I20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884403	Pelagic			HLII	High light adapted (HL)	1498119	1767	
2716884790	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-B06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884790	Pelagic			HLII	High light adapted (HL)	1181521	1452	
2716884385	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-A10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884385	Pelagic			LLI	Low light adapted (LL)	1583466	1773	
2716884497	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-P03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884497	Pelagic			HLI	High light adapted (HL)	979831	1176	
2791355170	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. CPC100	CEA Genoscope, Canada's Michael Smith Genome Sciences Centre	2791355170						1142703	1313	
2887338632	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-359-E22	Woods Hole Oceanographic Institution	2887338632	Pelagic					507076	626	
2765236057	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus bacterium JGI 01_L8 (contamination screened)	DOE Joint Genome Institute (JGI)	2765236057	Oceanic		25			379912	460	
2716884380	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-F05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884380	Pelagic			HLII	High light adapted (HL)	1629827	1887	
2667527281	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-P16 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527281	Pelagic			LLI	Low light adapted (LL)	1587150	1820	
2724679679	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-598-N22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679679	Oceanic		100			445781	515	
2667527316	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-P01 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527316	Pelagic			Not Assigned	Low light adapted (LL)	1272788	1368	
2716884794	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-J14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884794	Pelagic			HLII	High light adapted (HL)	1090331	1291	
2667527286	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-B23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527286	Pelagic			HLII	High light adapted (HL)	1298614	1573	
2716884357	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-E03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884357	Pelagic			HLII	High light adapted (HL)	1376825	1611	
2724679680	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-598-P08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679680	Oceanic		100			409223	460	
637000310	Bacteria	Finished	Synechococcus	Synechococcus sp. CC9605	DOE Joint Genome Institute (JGI)	637000310	Epipelagic	Isolate	51	5.1A-II		2510659	2760	
2716884461	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-463-A20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884461	Pelagic			Not Assigned	Low light adapted (LL)	182961	231	
2716884628	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-683-C23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884628	Pelagic			5.1A-IV		1914326	2253	
2716884763	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-412-O03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884763	Pelagic			LLI	Low light adapted (LL)	1527011	1880	
2818991484	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-P17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991484	Oceanic		100			823764	825	
2716884725	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-341-K02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884725	Pelagic			LLI	Low light adapted (LL)	470737	614	
2716884668	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-679-A02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884668	Pelagic			5.1B-VII		1747571	2120	
2667527308	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-O17 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527308	Pelagic			HLII	High light adapted (HL)	1592611	1928	
2667527339	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-J19 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527339	Pelagic			HLII	High light adapted (HL)	1592054	1883	
2626541517	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 K20 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541517	Unclassified		53			1706781	2490	
2634166556	Bacteria	Permanent Draft	Understanding the evolution and ecology of Prochlorococcus in the ocean through single-cell genomics	Prochlorococcus sp. scB243_498P3 (unscreened)	Massachusetts Institute of Technology	2634166556	Oceanic		60			1431324	1870	
2716884772	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-E20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884772	Pelagic			LLI	Low light adapted (LL)	1273735	1547	
2716884703	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-B15	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884703	Pelagic			HLI	High light adapted (HL)	337563	450	
2626541501	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 E6 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541501	Unclassified		53			1317901	1709	
2667527243	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527243	Pelagic			HLII	High light adapted (HL)	774245	880	
2791355172	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. NAT40	CEA Genoscope	2791355172						2213321	2522	
2716884805	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-O17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884805	Pelagic			HLI	High light adapted (HL)	1387582	1636	
2716884705	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-E21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884705	Pelagic			HLI	High light adapted (HL)	1314750	1583	
2823444214	Bacteria	Finished	ProPortal-Culture-Genomes	Synechococcus sp. MIT9509	Massachusetts Institute of Technology	2823444214	Epipelagic	Isolate	0	5.1B-VII		3087928	3752	
2887287598	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-914-F20	Woods Hole Oceanographic Institution	2887287598	Pelagic					311732	404	
2716884754	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-L21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884754	Pelagic			LLII/III	Low light adapted (LL)	1341328	1504	
2724679895	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus sp. JGI 01_L19 (contamination screened)	DOE Joint Genome Institute (JGI)	2724679895	Oceanic		25			465766	597	
2626541507	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 I9 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541507	Unclassified		53			1964467	2686	
2626541513	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 J2 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541513	Unclassified					748417	1351	
2667527294	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-K15 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527294	Pelagic			HLII	High light adapted (HL)	1360080	1644	
2716884262	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884262	Pelagic			HLII	High light adapted (HL)	1335039	1615	
2716884803	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-469-M13	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884803	Pelagic			HLII	High light adapted (HL)	453706	581	
2667527241	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K19 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527241	Pelagic			HLII	High light adapted (HL)	1469081	1740	
2716884602	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Uncultured Synechococcus sp. AG-323-G20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884602	Pelagic			5.1A-1		399696	464	
2606217686	Bacteria	Permanent Draft	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0603	Massachusetts Institute of Technology	2606217686	Epipelagic	Isolate	125	LLII/III	Low light adapted (LL)	1752482	1954	
637000311	Bacteria	Finished	Synechococcus	Synechococcus sp. CC9902	DOE Joint Genome Institute (JGI)	637000311	Epipelagic	Isolate	5	5.1A-IV		2234828	2410	
2681813572	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT1307	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681813572	Epipelagic	Isolate	150	Not Assigned	Low light adapted (LL)	2032419	2198	
2716884443	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-436-O20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884443	Pelagic			LLII/III	Low light adapted (LL)	762820	859	
2724679775	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-858-P02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2724679775	Oceanic		100			338758	369	
2626541530	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 N23 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541530	Unclassified		53			1458221	2492	
2716884418	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-G03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884418	Pelagic			HLII	High light adapted (HL)	943198	1171	
2791355319	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Prochlorococcus sp. MED105	CEA Genoscope	2791355319						966148	1148	
2778261365	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. RS344	CEA Genoscope, Canada's Michael Smith Genome Sciences Centre	2778261365						1343288	1626	
2818991557	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-D14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991557	Oceanic		100			1247700	1353	
2507262012	Bacteria	Finished	Genome sequencing of marine Synechococcus sp.	Synechococcus sp. KORDI-52	Korea Institute of Ocean Science and Technology (KIOST)	2507262012	Marginal Sea	Isolate	30	5.1A-II		2572069	2823	
2667527261	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-I21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527261	Pelagic			LLI	Low light adapted (LL)	1729312	2014	
2846846424	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus marinus MIT1313	Massachusetts Institute of Technology	2846846424	Epipelagic	Isolate	150	LLIV	Low light adapted (LL)	2590341	2876	
2606217319	Bacteria	Permanent Draft	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus sp. MIT0601	Massachusetts Institute of Technology	2606217319	Epipelagic	Isolate	125	LLII/III	Low light adapted (LL)	1707342	1905	
2667527330	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-G20 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527330	Pelagic			HLII	High light adapted (HL)	1456849	1721	
2765235965	Bacteria	Finished	Isolation and genomic characterization of the abundant Prochlorococcus species from the Red Sea	Prochlorococcus sp. RS04	King Abdullah University of Science and Technology (KAUST)	2765235965	Unclassified	Isolate	10			1656322	1952	
2716884677	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-686-C21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884677	Pelagic			5.1A-IV		1053969	1280	
2667527323	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-J23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527323	Pelagic			HLII	High light adapted (HL)	1336622	1587	
2667527266	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-K10 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527266	Pelagic			HLVI	High light adapted (HL)	1533944	1774	
2626541522	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 M13 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541522	Unclassified		53			1019308	1382	
2716884352	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Uncultured Prochlorococcus sp. AG-345-K09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884352	Pelagic			LLI	Low light adapted (LL)	75855	108	
2878076891	Bacteria	Permanent Draft	Prochlorococcus sp. P1361, P1363, P1344, whole genome shotgun sequencing project	Prochlorococcus sp. P1361	Massachusetts Institute of Technology	2878076891	Oceanic	Isolate	150			2512699	2812	
2667527348	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-P07 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527348	Pelagic			HLII	High light adapted (HL)	1524965	1812	
2626541537	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 P8 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541537	Unclassified		53			1536824	2773	
2716884783	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-442-D10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884783	Pelagic			HLI	High light adapted (HL)	1568271	1859	
2716884710	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-C07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884710	Pelagic			LLI	Low light adapted (LL)	776264	925	
2716884351	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-341-P17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884351	Pelagic			LLI	Low light adapted (LL)	134516	160	
2818991566	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-C02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991566	Oceanic		100			773291	813	
2716884455	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-455-O05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884455	Pelagic			HLI	High light adapted (HL)	769298	913	
2721755866	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Synechococcus bacterium JGI 02_L19 (contamination screened)	DOE Joint Genome Institute (JGI)	2721755866	Oceanic		125			1780813	2113	
2716884386	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-A19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884386	Pelagic			Not Assigned	Low light adapted (LL)	1330441	1423	
2716884654	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-D10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884654	Pelagic			LLI	Low light adapted (LL)	329172	404	
2716884648	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Uncultured Prochlorococcus sp. AG-321-O21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884648	Pelagic			HLI	High light adapted (HL)	99003	123	
2716884401	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-F16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884401	Pelagic			HLII	High light adapted (HL)	1169063	1405	
2889367620	Bacteria	Permanent Draft	Synechococcus sp. HB1133 genome sequencing	Synechococcus sp. HB1133	Macquarie University	2889367620	Unclassified	Isolate	2			2378765	2772	
2716884621	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-676-E23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884621	Pelagic			5.1B-VII		1604488	1908	
2667527361	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-B05 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527361	Pelagic			LLI	Low light adapted (LL)	1085527	1264	
2667527272	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-M15 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527272	Pelagic			HLII	High light adapted (HL)	1605846	1903	
2716884629	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-683-F20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884629	Pelagic			5.1B-VII		972807	1154	
640069324	Bacteria	Finished	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus MIT9515	J. Craig Venter Institute	640069324	Epipelagic	Isolate	15	HLI	High light adapted (HL)	1704176	1968	
2681812902	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT0918	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681812902	Epipelagic	Isolate	175	LLII/III	Low light adapted (LL)	1789313	1997	
2716884490	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-673-M19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884490	Pelagic			HLI	High light adapted (HL)	1080278	1324	
2716884793	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-E08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884793	Pelagic			HLII	High light adapted (HL)	1136400	1356	
2716884345	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-335-P02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884345	Pelagic			HLI	High light adapted (HL)	692929	848	
2716884652	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-B22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884652	Pelagic			LLI	Low light adapted (LL)	268123	297	
2681813571	Bacteria	Permanent Draft	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT1304	Massachusetts Institute of Technology	2681813571	Epipelagic	Isolate	150	LLII/III	Low light adapted (LL)	1762159	1952	
2818991575	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-A04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991575	Oceanic		100			1306984	1420	
2634166546	Bacteria	Permanent Draft	Prochlorococcus marinus strains isolated from Pacific and Indian Oceans	Prochlorococcus marinus bv. HNLC1	J. Craig Venter Institute (JCVI)	2634166546						1569623	2066	
2716884730	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-388-D03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884730	Pelagic			HLI	High light adapted (HL)	1415793	1690	
2626541512	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 J22 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541512	Unclassified		53			1826776	2523	
2648501432	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_519C7 (unscreened)	Massachusetts Institute of Technology	2648501432	Unclassified		60			1270275	1510	
2889372836	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-920-D15	Woods Hole Oceanographic Institution	2889372836	Pelagic					990183	1245	
2716884637	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-311-N19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884637	Pelagic			LLI	Low light adapted (LL)	496564	713	
2667527287	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-G23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527287	Pelagic			HLII	High light adapted (HL)	1354738	1685	
2716884280	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-686-P11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884280	Pelagic			HLI	High light adapted (HL)	348188	455	
2716884927	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-598-A20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884927	Oceanic		100			768501	869	
2667527242	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K20 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527242	Pelagic			HLII	High light adapted (HL)	1509006	1716	
2716884420	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-P23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884420	Pelagic			HLII	High light adapted (HL)	1453684	1740	
2910056152	Bacteria	Finished	Marine Synechococcus complete genomes	Synechococcus sp. NOUM97013	Sorbonne University	2910056152	Unclassified	Isolate	0			2552712	2887	
2716884507	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-686-L16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884507	Pelagic			HLI	High light adapted (HL)	644424	760	
